credit_score,age,tenure_years,balance_usd,num_products,has_cr_card,is_active_member,estimated_salary_usd,monthly_spend_usd,transactions_last_month,mobile_app_usage_min_per_day,campaigns_responded,geography,gender,churn
473,33,1,4504.67,3,0,0,49435.23,59.63,4,13,3,Spain,Male,0
711,20,3,5906.45,2,0,0,26959.29,470.06,3,110,2,France,Female,0
628,18,1,17500.77,3,1,1,57493.5,94.27,12,61,12,Spain,Female,0
594,28,4,18162.14,4,1,1,34124.3,130.32,16,16,6,France,Female,0
507,18,5,21484.77,2,0,1,23316.69,393.97,18,50,3,Germany,Female,1
764,36,7,17959.92,6,0,0,84332.51,523.63,2,20,5,France,Male,0
562,37,0,10477.85,2,0,0,47242.58,178.68,21,0,9,Germany,Male,0
523,34,13,2777.19,1,0,1,79453.9,34.91,30,3,13,Spain,Male,1
522,32,0,23027.7,4,0,0,45486.6,408.36,10,63,2,Spain,Male,0
648,18,3,8043.41,4,0,0,17781.13,125.0,23,55,10,Germany,Female,1
530,24,5,42735.77,2,0,0,29301.3,234.2,4,87,4,Spain,Female,0
770,32,6,20661.79,3,0,0,15832.32,298.06,2,5,0,Spain,Male,0
599,18,3,11025.36,1,0,1,30390.3,40.11,29,26,5,France,Female,1
492,18,2,4627.21,2,0,0,44949.92,575.29,25,55,3,France,Female,0
449,18,7,24270.08,5,0,1,29426.82,225.35,46,50,1,France,Female,1
592,21,3,14201.35,5,0,1,64517.13,166.81,23,45,4,France,Female,0
584,39,5,11818.55,6,0,0,48208.8,903.56,30,10,3,France,Male,1
602,35,1,21216.43,3,0,0,43995.67,591.27,2,16,9,France,Male,1
583,29,9,12025.69,4,0,1,47536.91,663.65,8,78,1,Spain,Female,0
528,19,0,7667.52,3,0,1,33313.94,228.96,30,22,5,Spain,Female,1
574,51,16,4418.57,5,0,1,31276.02,291.89,27,33,3,Spain,Male,1
655,61,19,15689.08,7,0,1,45856.93,146.49,58,63,2,France,Male,1
483,31,17,29588.93,3,0,1,84725.74,215.31,1,4,3,Spain,Male,0
435,25,1,20814.2,6,0,0,51945.67,5.8,45,34,6,France,Female,0
535,31,9,17139.4,8,0,1,58273.98,670.39,24,57,2,France,Male,1
581,22,1,5800.52,3,0,0,71222.01,148.65,6,13,1,Spain,Female,1
737,42,2,13489.81,5,0,0,35264.37,359.48,19,127,9,Germany,Male,1
565,18,2,6028.13,2,0,1,18457.13,120.77,37,9,0,Germany,Female,1
538,25,1,10539.09,4,0,0,22763.93,200.43,17,41,4,France,Female,0
504,37,17,31404.74,3,0,1,57659.04,283.1,6,53,3,Germany,Male,1
790,18,32,12213.05,3,1,0,91980.04,257.33,22,4,1,Germany,Female,1
497,25,5,4818.52,1,0,1,17483.76,897.07,5,36,4,France,Female,1
655,18,17,6981.75,4,0,0,81534.7,831.94,76,59,6,France,Female,0
701,41,0,12758.18,3,0,0,20275.16,554.32,8,66,10,France,Male,1
588,33,11,2587.09,2,0,1,43680.61,562.63,4,3,1,France,Male,0
696,18,15,1001.17,1,1,0,48649.58,49.2,17,146,7,Germany,Female,0
618,38,3,29946.71,6,0,0,37716.34,591.93,30,9,1,Spain,Male,1
551,18,8,31.35,1,0,0,57686.75,674.18,29,94,2,Germany,Female,0
675,20,1,16841.08,5,0,1,61657.87,441.34,4,5,0,Spain,Female,0
497,18,6,8664.25,4,0,0,54611.38,65.45,39,10,2,France,Female,0
706,31,10,12813.26,2,1,0,33196.81,563.12,6,80,1,France,Male,1
655,30,2,45572.5,4,1,1,56795.3,629.29,3,46,8,France,Male,0
631,18,8,31245.79,2,1,0,31712.44,204.9,13,24,2,Spain,Female,1
553,18,8,13378.23,6,0,0,70221.23,407.52,47,14,4,Germany,Female,0
556,23,11,3139.81,4,0,1,57428.08,656.71,0,6,3,Germany,Female,0
471,34,5,15536.85,2,0,1,66316.95,191.42,1,97,5,Spain,Male,0
610,27,3,2703.73,7,0,0,35932.67,328.46,23,29,4,France,Female,0
676,36,1,316.76,3,0,0,36358.82,143.36,2,20,9,Spain,Male,1
665,43,9,4891.03,4,0,0,116640.17,28.43,25,1,0,France,Male,1
683,18,0,12458.44,5,0,1,81911.21,275.61,4,23,1,Spain,Female,0
505,18,6,29057.83,3,0,0,22678.28,60.92,31,24,1,Germany,Female,0
697,28,0,16572.11,2,0,0,65069.3,693.16,2,59,1,Germany,Female,0
609,18,3,44659.14,6,1,1,33852.55,309.92,8,58,5,France,Female,0
812,35,9,13137.27,3,1,0,23904.56,174.5,4,30,13,France,Male,1
581,26,10,19961.29,7,0,1,16804.03,12.36,14,56,1,Spain,Female,1
505,18,9,14323.1,1,0,0,56450.8,494.44,18,59,0,Germany,Female,0
678,22,13,24014.61,2,1,0,19554.14,373.64,3,1,2,Spain,Female,1
657,18,13,15190.06,3,1,0,21424.29,23.31,5,118,6,France,Female,0
566,18,9,8668.31,4,0,0,21439.77,47.42,40,85,3,Germany,Female,0
560,18,6,11243.96,2,0,0,85117.46,645.09,23,65,3,Germany,Female,0
562,18,15,14928.25,2,0,0,34990.48,151.2,20,34,0,Germany,Female,0
626,49,16,26928.42,5,0,1,54115.54,153.52,38,12,5,Spain,Male,1
546,18,6,17523.47,4,0,0,37545.41,851.52,50,86,0,France,Female,0
676,21,15,6004.04,3,1,0,65901.7,879.67,17,12,4,Spain,Female,1
492,22,2,2281.72,7,0,1,77878.87,629.78,44,89,2,France,Female,0
540,32,8,10621.72,6,0,1,22302.76,179.52,11,70,2,France,Male,1
709,27,4,2962.49,2,0,0,39131.72,636.22,8,30,6,France,Female,0
672,46,2,4319.24,2,1,0,22305.0,309.54,16,49,7,Spain,Male,1
601,36,3,24875.45,3,0,1,48258.86,451.52,15,81,11,France,Male,0
750,23,4,1810.63,3,0,0,39684.36,581.2,3,66,1,France,Female,0
506,18,3,9872.29,1,0,0,29455.67,198.92,17,31,3,Germany,Female,0
601,18,8,4401.49,1,0,0,16127.08,703.45,12,1,4,France,Female,0
648,26,5,399.02,7,0,0,111132.34,46.31,24,103,2,Germany,Female,0
593,27,5,14405.18,2,0,0,17140.84,649.94,22,57,8,France,Female,1
582,36,8,55541.35,4,0,1,18104.94,25.18,11,23,1,Spain,Male,1
572,18,10,26327.81,7,0,1,26585.91,604.12,4,4,1,Spain,Female,0
611,18,8,4472.76,3,0,1,19666.27,825.84,35,94,1,France,Female,0
551,20,7,12809.99,2,0,1,56690.43,452.48,1,4,10,Germany,Female,0
595,18,9,14574.43,2,1,0,40905.58,618.77,15,22,3,France,Female,0
551,18,8,1927.54,2,0,0,42622.01,77.72,26,11,2,Germany,Female,0
662,45,6,37654.8,5,0,0,36922.47,285.39,32,16,2,France,Male,1
588,27,7,7949.59,2,0,1,43867.75,607.66,2,48,6,France,Female,0
513,33,10,34960.6,2,0,1,26477.47,564.25,12,48,6,Germany,Male,1
624,21,1,1633.94,4,1,1,57016.8,366.42,10,56,6,Spain,Female,0
472,32,3,7696.86,3,0,0,50504.14,584.04,13,11,1,Spain,Male,0
491,20,20,3819.52,6,0,1,81650.1,491.64,13,58,2,France,Female,0
642,42,7,23826.58,3,1,0,92701.97,505.55,28,165,2,Germany,Male,1
595,18,9,2449.67,7,0,1,56287.49,738.3,15,11,2,France,Female,0
653,18,2,23293.99,5,0,1,67032.55,252.11,2,19,3,France,Female,0
608,28,4,34936.67,2,0,1,98006.65,589.9,3,32,10,France,Female,0
623,18,12,22765.11,3,1,0,68235.5,194.78,39,94,11,Spain,Female,1
628,19,4,10828.51,6,0,1,76233.26,528.17,8,81,3,Spain,Female,0
703,22,3,47329.8,3,0,0,32281.14,228.86,10,23,5,France,Female,0
534,18,9,17059.96,5,0,1,33288.22,680.87,5,79,10,France,Female,0
608,18,7,12352.21,4,0,0,39760.94,150.55,29,0,3,France,Female,0
656,30,3,46150.66,5,0,0,73813.28,541.94,1,51,7,France,Male,0
566,18,2,29627.45,4,1,1,108478.36,207.5,1,76,10,Germany,Female,1
647,33,4,15558.26,4,0,0,23891.97,59.65,8,43,4,Germany,Male,0
522,18,17,315.47,7,0,1,62481.74,301.77,11,40,2,Spain,Female,0
665,28,8,40462.16,1,0,0,38157.48,306.32,8,24,3,France,Female,1
578,48,11,1947.2,3,0,1,15118.16,826.83,41,59,10,Spain,Male,1
639,42,11,25924.43,3,0,1,53933.63,56.64,16,12,1,Germany,Male,1
458,31,19,4305.74,5,0,1,71634.01,568.14,5,61,3,Germany,Male,1
700,18,16,16859.4,1,1,0,67364.66,300.39,29,7,1,France,Female,1
675,46,2,2028.53,1,1,0,23416.74,213.72,12,59,6,Spain,Male,1
552,24,1,4019.99,3,0,1,33901.53,337.64,7,116,6,Germany,Female,0
610,33,1,7128.54,3,0,0,55260.37,108.37,10,153,0,France,Male,1
533,49,1,15078.28,4,0,0,22238.46,35.78,21,26,6,Spain,Male,0
609,26,3,6705.92,2,0,0,75796.53,56.16,22,111,9,France,Female,1
562,18,3,7444.98,3,0,1,41406.84,240.43,19,34,7,Germany,Female,0
542,18,4,22955.14,6,1,1,85747.71,878.58,8,33,2,France,Female,1
574,31,5,41248.71,3,0,1,25865.01,32.86,10,30,13,Spain,Male,0
701,43,4,17626.94,5,0,0,38988.59,219.76,27,12,4,France,Male,1
573,41,8,11405.85,3,0,1,33864.68,543.58,9,13,4,Spain,Male,1
675,35,9,3873.92,5,0,1,36443.29,696.53,10,70,3,Spain,Male,1
709,40,5,11338.75,2,1,0,58788.52,99.94,14,33,7,France,Male,1
505,29,2,1408.06,3,0,0,15788.63,25.8,14,79,2,Germany,Female,0
606,24,8,7076.92,6,0,1,24718.59,593.42,6,8,1,France,Female,0
775,28,8,2340.13,2,1,0,58361.26,349.21,9,111,3,Spain,Female,0
734,32,5,28498.61,2,0,0,50618.28,674.6,10,46,4,Germany,Male,0
424,19,2,3219.49,4,0,0,48464.87,486.79,43,20,4,Spain,Female,0
543,24,6,29938.22,7,1,1,63941.29,31.83,9,59,2,France,Female,1
462,27,17,11645.67,3,0,1,49239.15,840.92,4,21,8,Germany,Female,0
660,18,5,3138.65,5,0,1,49378.84,351.98,11,19,4,France,Female,0
495,18,9,15405.67,3,0,0,48296.83,911.31,33,4,3,France,Female,0
553,32,7,13681.69,2,0,1,16423.9,446.32,10,19,6,Germany,Male,1
469,24,11,32453.17,1,0,1,91250.49,687.76,22,76,1,Spain,Female,1
769,18,6,15638.77,2,0,1,94660.74,252.51,15,54,2,Spain,Female,0
589,25,6,15140.22,1,1,0,62466.07,349.75,6,70,7,France,Female,0
798,27,12,38753.36,1,1,0,27785.0,209.97,15,91,5,Germany,Female,0
660,19,13,20951.51,1,1,0,19632.69,177.84,13,59,5,France,Female,1
562,20,7,2116.48,6,0,1,114171.14,483.02,0,45,2,Germany,Female,1
676,30,3,34574.57,2,0,1,36481.56,299.58,4,22,2,Spain,Male,0
490,29,19,51065.89,5,0,1,39324.24,414.99,11,41,6,France,Female,1
615,35,0,9477.11,2,0,0,60713.84,0.17,23,7,12,France,Male,0
556,42,6,20936.44,4,0,0,18450.75,368.49,18,38,4,Germany,Male,1
679,23,3,2330.69,1,0,0,22545.31,225.07,7,50,8,Spain,Female,0
617,34,1,47168.15,3,1,1,57257.36,844.44,16,17,10,France,Male,0
545,18,13,20736.59,8,0,1,127676.3,546.59,0,60,1,France,Female,0
585,28,5,16049.35,5,0,0,59700.72,232.32,3,80,5,France,Female,1
466,21,1,30345.29,5,0,1,41843.51,64.68,43,5,5,Germany,Female,0
585,40,5,10564.95,2,0,1,32250.29,515.04,22,21,11,France,Male,0
714,28,12,437.34,2,1,0,60480.41,271.22,12,63,10,France,Female,1
660,18,4,36898.73,4,0,1,51295.1,514.69,23,18,7,France,Female,0
583,18,11,5666.56,3,1,0,97952.77,540.64,42,141,3,France,Female,0
623,21,7,1020.58,2,1,0,50781.58,376.58,0,63,6,Spain,Female,0
579,38,6,12432.28,5,0,0,17720.27,12.28,37,22,9,Spain,Male,1
503,18,9,6176.19,5,0,1,56137.81,7.26,2,110,2,Germany,Female,1
535,30,4,21834.1,2,0,1,74475.34,137.73,6,49,9,France,Female,0
724,32,9,12751.63,4,1,0,36907.84,75.63,31,24,5,Spain,Male,1
509,29,15,22001.28,5,0,1,138204.62,222.27,3,74,1,Germany,Female,1
729,18,13,573.78,7,1,0,49848.11,667.19,10,68,4,Spain,Female,1
607,25,2,5750.9,4,0,0,30834.21,430.53,5,67,4,France,Female,1
584,25,7,28517.08,3,0,1,30101.73,380.63,4,38,7,France,Female,0
725,39,4,2711.47,5,1,0,82238.11,14.99,25,50,4,Spain,Male,1
581,18,4,11064.26,5,0,0,34224.15,563.42,31,27,2,Spain,Female,0
552,30,1,25113.72,2,0,0,40069.6,116.52,5,14,7,Germany,Male,0
486,18,4,2809.25,4,0,0,21145.02,212.39,47,31,3,France,Female,0
599,31,3,2665.5,2,0,0,39950.04,317.77,4,14,4,France,Male,1
509,35,1,5843.93,1,0,0,40957.64,65.18,15,64,7,Germany,Male,0
565,25,12,6055.73,5,0,1,54530.13,139.27,1,0,1,Germany,Female,0
828,30,10,6032.25,4,0,0,90856.85,688.29,5,21,0,Spain,Female,0
700,53,12,23402.45,4,0,1,31059.35,452.47,33,9,2,Germany,Male,1
473,25,0,25175.34,8,0,0,25789.74,0.56,51,34,7,Spain,Female,0
564,31,2,34455.29,7,0,0,28115.35,433.4,26,14,0,Germany,Male,0
620,29,3,5803.1,2,0,1,45947.48,79.7,11,60,7,Spain,Female,0
344,45,22,37428.34,2,0,1,46225.79,162.61,7,15,1,France,Male,1
546,23,5,10236.55,3,0,0,96755.94,465.39,12,42,4,France,Female,0
529,18,1,32800.91,3,0,0,36916.67,528.15,25,29,5,Spain,Female,0
644,37,6,2452.77,4,0,0,42599.46,664.77,13,19,2,Germany,Male,1
507,40,11,8155.31,5,0,1,36605.01,419.58,15,139,4,Germany,Male,1
496,29,11,12110.17,3,0,1,51495.28,122.26,13,99,5,France,Female,1
611,33,3,42518.31,3,0,0,25833.15,319.85,16,78,5,France,Male,1
432,38,10,12446.41,3,0,1,67016.97,752.79,13,112,2,Spain,Male,1
733,21,2,22568.9,2,1,1,39774.83,51.67,4,57,2,Spain,Female,0
714,23,2,26262.16,1,0,1,24252.3,65.91,4,11,1,France,Female,0
704,42,3,5475.98,2,1,1,32066.96,310.68,14,4,1,France,Male,1
588,19,1,4327.79,3,0,1,36535.03,597.53,10,124,1,France,Female,1
443,43,1,16395.61,2,0,0,32392.8,227.34,5,52,1,France,Male,0
525,38,17,8564.41,3,0,1,22432.98,133.3,3,66,1,Spain,Male,1
521,36,0,3693.38,2,0,0,52452.02,357.57,16,86,8,Spain,Male,0
656,18,1,34845.16,8,0,1,83620.57,105.68,0,80,0,France,Female,0
670,18,4,16676.5,3,1,1,20789.52,30.73,13,3,10,Spain,Female,0
578,29,2,18791.85,4,0,1,56183.56,319.42,6,48,6,Spain,Female,0
542,18,0,31266.85,6,1,1,75943.29,453.88,5,111,15,France,Female,1
760,18,2,6017.66,5,0,0,67736.4,85.35,10,154,7,France,Female,0
469,25,9,32506.32,2,0,1,48042.19,527.1,9,45,5,Spain,Female,1
685,18,1,21094.82,6,0,1,73931.86,303.98,3,67,2,Germany,Female,0
471,35,1,4528.15,4,0,0,60364.48,1130.24,13,56,1,Spain,Male,0
553,22,0,13501.99,3,0,0,77745.23,675.14,5,48,2,Germany,Female,1
696,30,2,7801.37,3,0,0,82061.57,155.33,1,68,4,Germany,Male,0
408,38,17,14546.66,1,0,1,29908.03,752.83,2,89,1,Germany,Male,1
519,22,13,38567.97,5,0,1,45251.52,487.78,2,65,3,Spain,Female,0
629,25,0,22538.75,3,0,1,52269.16,679.9,5,2,11,Spain,Female,0
538,21,0,26990.31,1,0,1,29958.88,618.7,9,124,4,France,Female,1
614,32,7,31973.57,4,0,0,33362.25,116.77,6,75,6,France,Male,0
639,26,1,17877.51,4,0,0,44865.72,431.22,12,63,5,Germany,Female,0
494,56,28,3605.13,8,0,1,44349.29,437.24,21,33,12,France,Male,1
545,23,12,20298.79,5,0,1,22180.35,254.86,0,2,3,France,Female,0
657,18,12,32196.77,4,1,0,36564.78,572.12,3,52,2,France,Female,1
685,29,6,11574.47,3,1,0,50305.07,300.27,18,93,14,Germany,Female,0
423,34,21,22925.02,2,0,1,60345.58,705.36,8,24,1,Spain,Male,1
573,25,2,31511.78,1,0,0,62058.31,215.9,22,74,5,Spain,Female,1
640,24,5,7377.05,2,0,1,57321.82,105.76,4,11,2,Germany,Female,1
659,28,8,18273.53,2,1,0,103956.73,439.22,9,15,8,France,Female,0
514,40,11,24927.68,3,0,1,53180.09,755.23,7,52,11,Germany,Male,1
674,44,0,3958.48,5,1,0,89723.28,742.14,34,3,1,Spain,Male,1
556,25,8,29334.72,5,0,1,102484.7,204.11,13,114,7,Germany,Female,0
736,22,7,2271.27,1,0,0,29097.67,112.64,8,60,6,Germany,Female,0
480,18,5,15415.54,3,0,0,15441.27,64.54,45,60,4,Spain,Female,0
680,23,1,1757.29,1,1,1,120516.64,127.89,1,21,4,Spain,Female,0
702,29,1,30433.19,3,0,1,32243.99,132.65,9,10,0,France,Female,0
635,19,8,1407.34,2,0,0,15875.35,724.41,20,39,8,Germany,Female,1
580,28,4,8603.47,2,1,0,34361.57,114.65,19,73,9,Spain,Female,0
593,25,4,6672.17,6,0,0,58750.86,223.71,25,27,0,France,Female,0
499,22,7,11930.11,3,1,0,68180.57,212.08,5,64,5,France,Female,0
614,18,8,3858.25,7,0,1,26595.83,709.58,5,25,1,France,Female,0
620,18,6,7660.54,8,0,1,71474.96,513.08,6,37,0,Spain,Female,0
452,27,0,18945.98,2,0,0,38099.62,103.66,13,67,1,Germany,Female,0
599,29,1,20285.0,4,0,0,18852.25,585.74,3,109,8,France,Female,0
716,27,2,24001.78,1,1,1,35524.0,95.23,4,44,2,France,Female,0
592,19,8,20874.32,7,0,1,34345.46,381.91,8,5,2,France,Female,0
644,22,4,31417.68,3,0,1,49125.69,517.1,21,32,1,Germany,Female,0
565,18,7,14078.65,1,1,0,23879.13,598.71,10,43,5,Germany,Female,0
699,34,3,1338.31,2,0,0,116814.53,613.68,9,97,4,Germany,Male,0
689,26,0,16559.59,2,0,1,82588.98,81.16,1,17,0,Germany,Female,0
803,18,8,27131.61,5,1,0,57337.08,264.57,1,97,4,France,Female,0
703,18,4,29322.46,5,0,1,23398.35,551.79,4,30,5,France,Female,0
777,30,9,11965.58,2,1,0,44725.77,416.57,12,14,4,Spain,Male,0
530,27,1,9818.94,2,0,0,17634.71,70.32,5,60,4,Spain,Female,0
528,23,5,7126.16,3,0,0,31629.52,137.66,18,64,2,Spain,Female,0
582,24,3,2984.44,4,0,1,43226.74,415.55,10,145,6,Spain,Female,1
622,23,2,22028.34,3,1,1,81037.08,57.54,21,9,13,Spain,Female,0
583,28,5,4812.04,3,1,0,26660.25,91.66,25,9,10,Spain,Female,0
546,24,11,10320.99,3,0,0,28098.72,437.79,11,1,1,France,Female,0
508,22,5,10711.66,3,0,0,21620.07,345.34,22,43,1,Germany,Female,0
651,29,4,10609.87,2,0,1,15583.49,782.2,10,6,1,France,Female,1
626,20,4,18353.05,4,0,1,62510.87,239.68,0,94,2,Spain,Female,0
455,27,2,43889.76,6,0,0,90223.25,169.22,34,65,2,Germany,Female,0
317,34,30,43455.3,3,0,1,29984.57,143.12,3,82,6,Germany,Male,1
567,18,11,2037.58,2,0,0,62713.23,9.07,10,35,3,Germany,Female,0
559,18,1,29610.82,4,0,1,47977.64,206.0,56,2,10,Germany,Female,1
638,18,1,20404.92,6,1,1,45210.52,227.4,14,51,6,Germany,Female,0
521,19,6,11931.48,2,1,0,29886.28,245.65,3,22,4,Spain,Female,0
671,28,5,2938.77,4,0,1,73212.22,219.81,2,5,3,Spain,Female,0
399,46,30,22574.13,4,0,1,23334.3,152.77,1,21,4,France,Male,1
599,32,3,17146.67,2,0,0,23820.29,405.37,9,39,6,France,Male,1
747,28,7,52691.83,3,0,0,45058.31,22.22,5,35,5,Germany,Female,0
619,23,3,28244.79,3,0,1,22627.94,663.95,6,54,6,Spain,Female,0
709,28,6,9497.77,2,1,0,20251.56,228.62,13,53,9,France,Female,0
725,18,19,5918.06,4,1,0,53218.0,658.12,29,112,10,Spain,Female,1
687,20,1,38905.15,4,0,1,20686.84,768.81,4,9,0,Germany,Female,0
579,25,1,1350.2,2,0,1,27942.47,225.28,13,66,11,Spain,Female,0
668,20,1,23806.52,5,1,1,68820.98,463.26,12,47,5,Spain,Female,0
548,19,3,31785.77,4,0,0,24950.16,44.16,24,28,3,France,Female,0
622,36,0,463.76,3,1,1,61462.68,80.6,22,126,13,Spain,Male,0
532,26,7,18852.73,4,0,1,31455.75,342.84,22,8,15,Spain,Female,0
593,18,13,42718.78,5,0,0,21474.51,657.56,69,63,6,France,Female,0
711,23,1,30397.13,5,0,0,62946.3,364.28,8,12,1,France,Female,0
564,18,11,25537.55,2,0,0,68857.75,286.16,33,42,1,Germany,Female,0
646,24,5,44325.66,1,0,0,24691.46,645.52,1,30,4,Germany,Female,1
621,26,2,1751.05,3,0,1,27461.65,118.07,1,32,6,Spain,Female,0
623,19,4,27083.72,5,0,1,49444.95,202.68,3,23,3,Spain,Female,0
575,19,8,31818.23,5,0,1,16364.08,529.84,2,88,4,Spain,Female,0
656,25,4,16767.77,3,0,0,18370.58,467.24,9,97,1,France,Female,1
508,22,13,16704.86,7,0,1,36322.38,935.29,11,2,5,Germany,Female,0
566,18,7,4355.08,6,0,1,35405.54,401.87,10,55,8,Germany,Female,0
348,33,24,41495.35,1,0,1,48161.36,93.0,2,47,8,France,Male,1
721,26,3,1339.45,2,0,0,26282.45,290.59,1,74,3,Spain,Female,0
518,23,8,5224.6,5,0,1,74826.81,470.62,3,74,2,Spain,Female,1
549,18,5,10428.57,4,0,0,85780.61,182.73,39,98,2,France,Female,0
684,18,12,18521.89,2,0,0,74140.69,346.06,31,113,14,Germany,Female,1
629,19,5,12532.27,3,0,1,35294.38,203.38,9,40,0,Spain,Female,0
411,46,20,35685.21,2,0,1,71140.37,17.11,6,22,9,Germany,Male,1
564,20,1,12198.71,2,1,1,68443.23,302.34,0,50,7,Germany,Female,0
745,25,7,7832.92,2,0,0,35256.23,653.56,5,17,6,Germany,Female,0
699,37,1,4694.9,7,0,0,64987.17,107.61,28,24,3,Germany,Male,1
537,35,8,43314.85,3,0,1,39088.66,100.51,7,39,10,France,Male,1
507,18,1,2511.87,1,1,1,25257.68,139.3,19,20,1,Germany,Female,1
511,18,15,25893.89,9,0,1,48973.85,429.4,2,106,1,Germany,Female,0
808,43,9,18611.49,4,1,0,17582.88,393.2,36,73,2,France,Male,1
517,18,0,28947.82,2,1,1,35904.74,69.01,20,55,2,Spain,Female,1
530,22,2,16700.86,6,0,0,49655.31,392.07,32,43,0,Spain,Female,0
577,34,1,16.46,2,0,0,39914.28,725.15,3,48,7,Spain,Male,1
609,18,5,40915.34,2,1,1,25870.24,742.93,38,8,9,France,Female,1
604,31,2,2586.4,3,0,0,85721.74,962.82,23,3,9,France,Male,0
601,20,1,32202.35,6,0,1,30409.61,248.11,30,20,4,France,Female,0
635,21,0,8034.89,3,1,1,39606.16,393.49,13,104,8,Germany,Female,0
500,27,7,3656.58,2,0,1,19816.59,262.81,22,13,11,Germany,Female,1
520,29,3,2837.97,2,0,0,18681.54,383.38,2,25,6,Spain,Female,0
552,24,8,39532.44,4,0,1,45179.21,382.47,6,14,8,Germany,Female,0
499,26,6,13175.27,2,0,1,27003.97,297.57,14,28,0,France,Female,1
700,35,1,9060.33,3,0,0,28973.75,996.81,6,106,5,France,Male,0
654,24,10,23990.62,4,1,0,25507.27,483.07,1,115,8,France,Female,1
720,22,3,2086.96,3,1,1,26845.3,637.75,3,80,1,Spain,Female,0
672,18,18,1470.71,3,0,0,67784.08,38.5,31,70,1,Spain,Female,0
639,18,13,3821.02,1,1,0,27290.26,341.83,20,3,0,Germany,Female,1
574,29,7,167.57,2,0,1,15501.8,184.14,8,27,8,Spain,Female,0
646,18,13,33156.75,2,1,0,23188.96,534.64,10,65,4,Germany,Female,0
458,27,2,504.02,3,0,0,53628.5,214.33,23,42,3,Germany,Female,0
653,23,1,10434.51,4,0,1,31727.64,509.96,11,26,5,France,Female,0
451,30,2,698.39,3,0,0,36328.36,154.41,12,3,0,Germany,Male,0
702,20,4,724.6,2,1,1,22607.1,484.75,9,2,7,France,Female,0
648,18,6,12444.49,6,0,1,32443.28,1280.82,16,27,5,Germany,Female,0
558,18,4,4166.58,3,1,1,30799.01,467.4,12,36,5,Germany,Female,1
527,18,5,23098.28,3,0,1,43570.03,766.01,17,11,2,Spain,Female,1
555,41,0,1076.31,5,0,0,61352.63,616.92,1,10,3,Germany,Male,0
537,18,7,40296.48,3,0,0,36465.24,160.41,29,56,3,France,Female,0
616,24,6,5113.11,4,0,0,54209.24,920.32,6,11,6,France,Female,0
570,18,9,1186.47,8,0,1,18504.22,11.49,5,13,1,Spain,Female,0
611,30,8,14455.63,2,1,0,36895.78,91.72,21,78,8,France,Female,0
753,22,5,29116.47,2,0,0,20746.01,74.49,2,39,1,France,Female,0
558,29,4,425.77,2,1,0,45100.43,93.74,7,34,6,Germany,Female,0
745,34,5,9785.62,4,0,0,60624.75,144.35,3,11,3,Germany,Male,0
531,18,2,15889.02,1,0,1,53142.17,559.24,24,90,1,Spain,Female,0
551,37,9,11388.86,2,0,0,18559.85,257.23,8,12,8,Germany,Male,1
596,20,13,5125.84,3,0,0,114607.26,194.29,14,30,1,France,Female,0
644,31,1,4258.62,3,1,1,30395.32,535.78,11,42,10,Germany,Male,0
573,18,5,17112.01,3,0,1,30027.83,241.63,40,63,1,Spain,Female,0
707,28,5,25770.35,2,1,0,89638.58,418.18,15,31,6,France,Female,0
681,23,0,17436.79,2,0,1,46327.44,442.22,0,7,2,Spain,Female,0
593,22,2,8955.21,2,0,0,47515.43,605.43,27,49,11,France,Female,1
691,23,15,23962.33,2,1,0,61639.92,372.95,15,14,8,Germany,Female,1
569,32,5,31169.61,2,0,0,64037.22,152.25,21,7,13,Spain,Male,1
473,30,3,26899.75,4,0,0,15462.58,359.31,20,31,1,Spain,Female,0
754,21,9,845.38,2,1,0,28775.98,43.4,9,70,5,France,Female,0
541,28,2,15781.61,2,0,0,55495.14,625.64,1,38,5,France,Female,0
438,45,6,3669.47,4,0,0,20402.09,981.56,0,81,1,France,Male,0
481,18,18,23007.09,8,0,1,23299.38,682.56,6,17,1,Spain,Female,0
488,27,3,574.19,6,0,0,94051.72,927.73,31,9,1,France,Female,0
767,26,11,10721.03,1,1,0,57295.75,275.03,14,42,7,Spain,Female,0
653,35,2,16459.57,3,0,0,31457.32,291.16,18,52,2,France,Male,1
583,18,2,29906.03,1,0,1,19473.01,30.68,30,93,1,Spain,Female,1
725,18,0,32370.11,5,0,1,43318.02,229.07,13,33,4,Spain,Female,0
754,41,5,54611.82,2,1,0,20646.74,127.29,30,30,2,France,Male,1
714,29,15,10606.72,3,1,0,19519.53,706.48,14,34,2,France,Female,1
678,22,7,20522.54,1,1,0,72858.26,167.33,20,62,14,Spain,Female,0
611,22,2,9715.05,7,0,1,25372.08,251.09,35,66,1,France,Female,0
517,18,11,10648.49,4,1,0,73092.21,291.19,12,40,2,Spain,Female,0
533,39,10,11301.11,1,0,0,54005.14,35.05,14,19,9,France,Male,1
694,18,10,2363.41,2,0,1,73898.87,447.56,11,58,11,Germany,Female,0
675,18,5,30113.26,4,0,1,22091.06,545.66,21,32,5,Spain,Female,0
688,23,1,2480.86,3,0,1,92664.92,608.84,8,79,3,Germany,Female,0
548,31,5,25855.99,3,1,1,17527.05,200.38,28,55,13,France,Male,0
490,36,0,5702.67,5,0,0,98811.67,190.96,16,51,1,France,Male,0
692,49,9,2184.47,2,0,1,23294.44,120.24,21,87,2,Germany,Male,1
